"";"study";"condition_arm1";"condition_arm2";"descr_arm1";"descr_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"primary_calc";"outcome_type";"outcome_domain";"time";"time_weeks";"instrument";"rating";"mean_arm1";"mean_arm2";"sd_arm1";"sd_arm2";"n_arm1";"n_arm2";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"dich";"dich_type";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"change";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"other_statistic";"precalc_g";"precalc_g_se";"rand_arm1";"rand_arm2";"n_drop_study1";"n_drop_study2";"n_drop_treat1";"n_drop_treat2";"def_drop_treat";"year";"comorbid_mental";"comorbid_physical";"format_unguided";"commericial";"program_name";"support_unguided";"initial_screening";"forum_unguided";"n_sessions_planned";"n_sessions_received";"country";"income_level";"age_group";"mean_age";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"domain.1";"domain.2";"domain.3";"domain.4";"domain.5";"overall";".id";".g_negative";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_reference"
"101";"Gilbody, 2015";"cbt";"cau";NA;NA;"MoodGym+GP";"cau";0,100538060354447;0,128600757636075;1;"remission";"depression";"FU2";96;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;"16.78";"4.21";210;"16.32";"4.5199999999999996";239;"remission";"remission based on cut-off PHQ-9 <10";105;97;160;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;242;239;"82";"81";NA;NA;NA;2015;"n";"n";"internet";"n";"MoodGym";"human";"y";"n";5;NA;"uk";"high";"adul";39,86;0,67;"clin";"cut";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"High risk";"High risk";"Gilbody_2015_remission_PHQ-9_FU2_96_self-report_cbt_cau_MoodGym+GP_cau";-0,100538060354447;0,0666705894472804;0,0851702644722579;105;97;160;158;"Gilbody S, Littlewood E, Hewitt C, Brierley G, Tharmanathan P, Araya R, et al. (2015). Computerised cognitive behaviour therapy (cCBT) as treatment for depression in primary care (REEACT trial): Large scale pragmatic randomised controlled trial."
"102";"Gilbody, 2015";"cbt";"cau";NA;NA;"BtB +GP";"cau";0,148825359505393;0,119480511963455;1;"remission";"depression";"post";16;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;"16.78";"4.21";210;"16.32";"4.5199999999999996";239;"remission";"remission based on cut-off PHQ-9 <10";82;101;165;179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;210;239;"45";"60";15;NA;"withdrew from intervention";2015;"n";"n";"internet";"y";"Beating the blues";"human";"y";"n";8;NA;"uk";"high";"adul";39,86;0,67;"clin";"cut";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"High risk";"High risk";"Gilbody_2015_remission_PHQ-9_post_16_self-report_cbt_cau_BtB+GP_cau";0,0733015311130425;-0,0790452483629643;0,114673915385822;82;101;210;239;"Gilbody S, Littlewood E, Hewitt C, Brierley G, Tharmanathan P, Araya R, et al. (2015). Computerised cognitive behaviour therapy (cCBT) as treatment for depression in primary care (REEACT trial): Large scale pragmatic randomised controlled trial."
"103";"Gilbody, 2015";"cbt";"cau";NA;NA;"MoodGym+GP";"cau";0,117984517152564;0,116577248147031;1;"remission";"depression";"post";16;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;"16.78";"4.21";210;"16.32";"4.5199999999999996";239;"remission";"remission based on cut-off PHQ-9 <10";93;101;182;179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;242;239;"60";"60";9;NA;"withdrew from intervention";2015;"n";"n";"internet";"n";"MoodGym";"human";"y";"n";5;NA;"uk";"high";"adul";39,86;0,67;"clin";"cut";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"High risk";"High risk";"Gilbody_2015_remission_PHQ-9_post_16_self-report_cbt_cau_MoodGym+GP_cau";0,0876415698218126;-0,0949951979131792;0,111073608241041;93;101;242;239;"Gilbody S, Littlewood E, Hewitt C, Brierley G, Tharmanathan P, Araya R, et al. (2015). Computerised cognitive behaviour therapy (cCBT) as treatment for depression in primary care (REEACT trial): Large scale pragmatic randomised controlled trial."
"104";"Gilbody, 2021";"bat";"cau";NA;NA;NA;NA;0,200484152872672;0,120267014126195;1;"msd";"depression";"post";16;"PHQ-9";"self-report";6,81;7,59;3,88;3,88;137;141;"8.5";"4.5999999999999996";137;"7.5";"4.2";141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;160;"27";"12";14;2;"withdrew from study";2021;"n";"n";"book";"n";"SHARD self-help booklet";"human";"y";"n";NA;NA;"uk";"high";"old";74,41;0,5512;"clin";"sub";"old";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Gilbody_2021_msd_PHQ-9_post_16_self-report_bat_cau_NA_NA";-0,200484152872672;NA;NA;NA;NA;NA;NA;"Gilbody, S., et al. (2021). ""Can We Prevent Depression in At-Risk Older Adults Using Self-Help? The UK SHARD Trial of Behavioral Activation."" American Journal of Geriatric Psychiatry."
"105";"Gilbody, 2021";"bat";"cau";NA;NA;NA;NA;-0,0329454521306568;0,123103421143204;1;"msd";"depression";"FU1";48;"PHQ-9";"self-report";7,18;7,03;4,53;4,55;133;131;"8.5";"4.5999999999999996";137;"7.5";"4.2";141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;160;"32";"21";14;3;"withdrew from study";2021;"n";"n";"book";"n";"SHARD self-help booklet";"human";"y";"n";NA;NA;"uk";"high";"old";74,41;0,5512;"clin";"sub";"old";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Gilbody_2021_msd_PHQ-9_FU1_48_self-report_bat_cau_NA_NA";0,0329454521306568;NA;NA;NA;NA;NA;NA;"Gilbody, S., et al. (2021). ""Can We Prevent Depression in At-Risk Older Adults Using Self-Help? The UK SHARD Trial of Behavioral Activation."" American Journal of Geriatric Psychiatry."
"106";"Gilbody, 2021";"bat";"cau";NA;NA;NA;NA;0,200484152872672;0,120267014126195;0;"remission";"depression";"post";16;"PHQ-9";"self-report";6,81;7,59;3,88;3,88;137;141;NA;NA;NA;NA;NA;NA;"remission based on a cut-off";"not depressed as defined by a PHQ-9 <10";106;100;137;141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;160;"27";"12";14;2;"withdrew from study";2021;"n";"n";"book";"n";"SHARD self-help booklet";"human";"y";"n";NA;NA;"uk";"high";"old";74,41;0,5512;"clin";"sub";"old";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Gilbody_2021_remission_PHQ-9_post_16_self-report_bat_cau_NA_NA";-0,200484152872672;0,0870478726740192;0,0710105175984372;106;100;137;141;"Gilbody, S., et al. (2021). ""Can We Prevent Depression in At-Risk Older Adults Using Self-Help? The UK SHARD Trial of Behavioral Activation."" American Journal of Geriatric Psychiatry."
"107";"Gilbody, 2021";"bat";"cau";NA;NA;NA;NA;-0,0329454521306568;0,123103421143204;0;"remission";"depression";"FU1";48;"PHQ-9";"self-report";7,18;7,03;4,53;4,55;133;131;NA;NA;NA;NA;NA;NA;"remission based on a cut-off";"not depressed as defined by a PHQ-9 <10";92;103;133;131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;160;"32";"21";14;3;"withdrew from study";2021;"n";"n";"book";"n";"SHARD self-help booklet";"human";"y";"n";NA;NA;"uk";"high";"old";74,41;0,5512;"clin";"sub";"old";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Gilbody_2021_remission_PHQ-9_FU1_48_self-report_bat_cau_NA_NA";0,0329454521306568;-0,128092216201198;0,0736608328946139;92;103;133;131;"Gilbody, S., et al. (2021). ""Can We Prevent Depression in At-Risk Older Adults Using Self-Help? The UK SHARD Trial of Behavioral Activation."" American Journal of Geriatric Psychiatry."
"108";"Gilbody, 2021";"bat";"cau";NA;NA;NA;NA;0,0386246554860359;0,121994890214491;1;"remission";"QoL";"post";16;"SF-12MH";"self-report";44,59;44,26;8,53;8,51;131;138;NA;NA;NA;NA;NA;NA;"remission based on a cut-off";"not depressed as defined by a PHQ-9 <10";106;100;137;141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;160;"27";"12";14;2;"withdrew from study";2021;"n";"n";"book";"n";"SHARD self-help booklet";"human";"y";"n";NA;NA;"uk";"high";"old";74,41;0,5512;"clin";"sub";"old";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Gilbody_2021_remission_SF-12MH_post_16_self-report_bat_cau_NA_NA";0,0386246554860359;0,0870478726740192;0,0710105175984372;106;100;137;141;"Gilbody, S., et al. (2021). ""Can We Prevent Depression in At-Risk Older Adults Using Self-Help? The UK SHARD Trial of Behavioral Activation."" American Journal of Geriatric Psychiatry."
"109";"Gilbody, 2021";"bat";"cau";NA;NA;NA;NA;-0,125340270473351;0,126364523083759;1;"remission";"QoL";"FU1";48;"SF-12MH";"self-report";45,16;46,36;9,53;9,56;125;126;NA;NA;NA;NA;NA;NA;"remission based on a cut-off";"not depressed as defined by a PHQ-9 <10";92;103;133;131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172;160;"32";"21";14;3;"withdrew from study";2021;"n";"n";"book";"n";"SHARD self-help booklet";"human";"y";"n";NA;NA;"uk";"high";"old";74,41;0,5512;"clin";"sub";"old";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Gilbody_2021_remission_SF-12MH_FU1_48_self-report_bat_cau_NA_NA";-0,125340270473351;-0,128092216201198;0,0736608328946139;92;103;133;131;"Gilbody, S., et al. (2021). ""Can We Prevent Depression in At-Risk Older Adults Using Self-Help? The UK SHARD Trial of Behavioral Activation."" American Journal of Geriatric Psychiatry."
"110";"Gili, 2020";"other psy";"cau";"postiive psychology";NA;NA;NA;0,23;0,19;1;"other stat";"depression";"post";NA;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;"12.63";"2.0299999999999998";56;"12.64";"2.1";57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"p=0.23, beta(95%)=-1,46(-3,81 to 0,89), g=0,23";-0,23;0,19;56;57;"26";"36";NA;NA;NA;2020;"n";"n";"internet";"n";"iPAPP";"auto";"y";"n";4;"median number of sessions 4";"eu";"high";"adul";45,29;0,7783;"clin";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Gili_2020_otherstat_PHQ-9_post_NA_self-report_otherpsy_cau_NA_NA";-0,23;NA;NA;NA;NA;NA;NA;"Gili M, Castro A, García-Palacios A, et al. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res. 2020;22(6):e15845."
"111";"Gili, 2020";"other psy";"cau";"postiive psychology";NA;NA;NA;0,31;0,19;1;"other stat";"depression";"FU1";24;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;"12.63";"2.0299999999999998";56;"12.64";"2.1";57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"p=0.10, beta(95%)=-2,08(-4,52 to 0,37), g=0,31";-0,31;0,19;56;57;"36";"37";NA;NA;NA;2020;"n";"n";"internet";"n";"iPAPP";"auto";"y";"n";4;"median number of sessions 4";"eu";"high";"adul";45,29;0,7783;"clin";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Gili_2020_otherstat_PHQ-9_FU1_24_self-report_otherpsy_cau_NA_NA";-0,31;NA;NA;NA;NA;NA;NA;"Gili M, Castro A, García-Palacios A, et al. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res. 2020;22(6):e15845."
"112";"Gili, 2020";"other psy";"cau";"postiive psychology";NA;NA;NA;0,01;0,72;1;"other stat";"depression";"FU2";48;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"p=0.99, beta(95%)=-0,02(-2,31 to 2,27), g=0,01";-0,01;0,72;56;57;"37";"40";NA;NA;NA;2020;"n";"n";"internet";"n";"iPAPP";"auto";"y";"n";4;"median number of sessions 4";"eu";"high";"adul";45,29;0,7783;"clin";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Gili_2020_otherstat_PHQ-9_FU2_48_self-report_otherpsy_cau_NA_NA";-0,01;NA;NA;NA;NA;NA;NA;"Gili M, Castro A, García-Palacios A, et al. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res. 2020;22(6):e15845."
"113";"Gili, 2020";"other psy";"cau";"postiive psychology";NA;NA;NA;0,8;2,32;1;"other stat";"QoL";"post";NA;"SF-12MH";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(β= -7.72,  CI=-12.27 to -3.16, p=.01, g= 0.67)";-0,8;2,32;56;57;"26";"36";NA;NA;NA;2020;"n";"n";"internet";"n";"iPAPP";"auto";"y";"n";4;"median number of sessions 4";"eu";"high";"adul";45,29;0,7783;"clin";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Gili_2020_otherstat_SF-12MH_post_NA_self-report_otherpsy_cau_NA_NA";-0,8;NA;NA;NA;NA;NA;NA;"Gili M, Castro A, García-Palacios A, et al. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res. 2020;22(6):e15845."
"114";"Gili, 2020";"other psy";"cau";"postiive psychology";NA;NA;NA;0,27;2,41;1;"other stat";"QoL";"FU1";24;"SF-12MH";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(β=-2.61, CI= -7.33 to 2.11, ns)";-0,27;2,41;56;57;"36";"37";NA;NA;NA;2020;"n";"n";"internet";"n";"iPAPP";"auto";"y";"n";4;"median number of sessions 4";"eu";"high";"adul";45,29;0,7783;"clin";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Gili_2020_otherstat_SF-12MH_FU1_24_self-report_otherpsy_cau_NA_NA";-0,27;NA;NA;NA;NA;NA;NA;"Gili M, Castro A, García-Palacios A, et al. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res. 2020;22(6):e15845."
"115";"Gili, 2020";"other psy";"cau";"postiive psychology";NA;NA;NA;0,33;2,52;1;"other stat";"QoL";"FU2";48;"SF-12MH";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(Β=-3.2, CI= -8.14 to 1.74, ns)";-0,33;2,52;56;57;"37";"40";NA;NA;NA;2020;"n";"n";"internet";"n";"iPAPP";"auto";"y";"n";4;"median number of sessions 4";"eu";"high";"adul";45,29;0,7783;"clin";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Gili_2020_otherstat_SF-12MH_FU2_48_self-report_otherpsy_cau_NA_NA";-0,33;NA;NA;NA;NA;NA;NA;"Gili M, Castro A, García-Palacios A, et al. Efficacy of Three Low-Intensity, Internet-Based Psychological Interventions for the Treatment of Depression in Primary Care: Randomized Controlled Trial. J Med Internet Res. 2020;22(6):e15845."
"116";"Glozier, 2013";"cbt";"other ctr";NA;"attention control (health information)";NA;NA;0,161889407895877;0,0914488496292086;1;"msd";"depression";"post";12;"PHQ-9";"self-report";8,4;9,19999999999999;5,09999999999999;4,8;214;273;"12";"3.4";280;"11.8";"3.4";282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;280;282;"66";"9";57;2;"withdrew from study by week 12";2013;"n";"y";"internet";"n";"eCouch";"tech";"n";"n";12;NA;"au";"high";"old";58;0,614;"oth";"cut";"med";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Glozier_2013_msd_PHQ-9_post_12_self-report_cbt_otherctr_NA_NA";-0,161889407895877;NA;NA;NA;NA;NA;NA;"Glozier N, Christensen H, Naismith S, Cockayne N, Donkin L, Neal B, et al. Internet-delivered cognitive behavioural therapy for adults with mild to moderate depression and high cardiovascular disease risks: A randomised attention-controlled trial. PLoS One. 2013;8(3):e59139."
"117";"Gold, 2023";"cbt";"wl";"icbt";NA;NA;NA;0,9653;0,1679;1;"other stat";"depression";"post";12;"BDI-2";"self-report";NA;NA;NA;NA;NA;NA;"23.9";"7.2";95;"21.3";"8.1999999999999993";88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"difference 6·32 points [95% CI 3·37–9·27]; p<0·0001; effect size d=0·97 [95% CI 0·64–1·30";0,9653;0,1679;101;93;"21";"15";NA;NA;NA;2023;"n";"y";"internet";"y";"Amiria";"pure";"n";"n";10;NA;"eu&us";"high";"adul";46,88;0,77;"oth";"cut";"med";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Gold_2023_otherstat_BDI-2_post_12_self-report_cbt_wl_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Gold, S. M., et al. (2023). ""Internet-delivered cognitive behavioural therapy programme to reduce depressive symptoms in patients with multiple sclerosis: a multicentre, randomised, controlled, phase 3 trial."" The Lancet Digital Health 5(10): e668-e678. "
"118";"Gold, 2023";"cbt";"wl";"icbt";NA;NA;NA;0,7751;0,1868;1;"other stat";"depression";"FU1";24;"BDI-2";"self-report";NA;NA;NA;NA;NA;NA;"23.9";"7.2";95;"21.3";"8.1999999999999993";88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"difference: 6,79(2,97-10,60), d=0,88(0,50-1,26), n=123";0,7751;0,1868;101;93;"39";"32";NA;NA;NA;2023;"n";"y";"internet";"y";"Amiria";"pure";"n";"n";10;NA;"eu&us";"high";"adul";46,88;0,77;"oth";"cut";"med";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Gold_2023_otherstat_BDI-2_FU1_24_self-report_cbt_wl_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Gold, S. M., et al. (2023). ""Internet-delivered cognitive behavioural therapy programme to reduce depressive symptoms in patients with multiple sclerosis: a multicentre, randomised, controlled, phase 3 trial."" The Lancet Digital Health 5(10): e668-e678. "
"119";"Gold, 2023";"cbt";"wl";"icbt";NA;NA;NA;0,7762;0,1649;1;"other stat";"QoL";"post";12;"WHOQOL-BREF-Psychological";"self-report";NA;NA;NA;NA;NA;NA;"42.6";"14.5";95;"47.1";"13.6";88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"estimate: -8,29(-12,50 to -4,08), d=-0,78(-1,10 to -0,45)";0,7762;0,1649;101;93;"21";"15";NA;NA;NA;2023;"n";"y";"internet";"y";"Amiria";"pure";"n";"n";10;NA;"eu&us";"high";"adul";46,88;0,77;"oth";"cut";"med";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Gold_2023_otherstat_WHOQOL-BREF-Psychological_post_12_self-report_cbt_wl_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Gold, S. M., et al. (2023). ""Internet-delivered cognitive behavioural therapy programme to reduce depressive symptoms in patients with multiple sclerosis: a multicentre, randomised, controlled, phase 3 trial."" The Lancet Digital Health 5(10): e668-e678. "
"120";"Gold, 2023";"cbt";"wl";"icbt";NA;NA;NA;0,4846;0,1607;1;"other stat";"depression";"post";12;"MADRS";"clinician";NA;NA;NA;NA;NA;NA;"19.600000000000001";"6.1";95;"17.7";"6.5";88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"difference 3.16 points [95% CI 0.84–5.48]; p=0·0026; effect size d=0·59(95% CI 0·25–0.94)";0,4846;0,1607;101;93;"21";"15";NA;NA;NA;2023;"n";"y";"internet";"y";"Amiria";"pure";"n";"n";10;NA;"eu&us";"high";"adul";46,88;0,77;"oth";"cut";"med";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Gold_2023_otherstat_BDI-2_post_12_self-report_cbt_wl_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Gold, S. M., et al. (2023). ""Internet-delivered cognitive behavioural therapy programme to reduce depressive symptoms in patients with multiple sclerosis: a multicentre, randomised, controlled, phase 3 trial."" The Lancet Digital Health 5(10): e668-e678. "
"121";"Gräfe, 2020";"cbt";"cau";NA;NA;NA;NA;0,23;0,04;1;"other stat";"depression";"FU1";24;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Between group PHQ-9, d = 0.23, CI : 0.15-0.31";-0,23;0,04;1904;1901;"640";"605";NA;NA;NA;2020;"n";"n";"internet";"y";"Deprexis";"pure";"n";"n";10;NA;"eu";"high";"adul";45;0,79;"oth";"cut";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Gräfe_2020_otherstat_PHQ-9_FU1_24_self-report_cbt_cau_NA_NA";-0,23;NA;NA;NA;NA;NA;NA;"Gräfe V, Moritz S, Greiner W. Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review. 2020;10(1)."
"122";"Gräfe, 2020";"cbt";"cau";NA;NA;NA;NA;0,15;0,04;1;"other stat";"depression";"FU2";48;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Cohen's d= 0.15, CI: 0.07-0.23";-0,15;0,04;1904;1901;"719";"769";NA;NA;NA;2020;"n";"n";"internet";"y";"Deprexis";"pure";"n";"n";10;NA;"eu";"high";"adul";45;0,79;"oth";"cut";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Gräfe_2020_otherstat_PHQ-9_FU2_48_self-report_cbt_cau_NA_NA";-0,15;NA;NA;NA;NA;NA;NA;"Gräfe V, Moritz S, Greiner W. Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review. 2020;10(1)."
"123";"Gräfe, 2020";"cbt";"cau";NA;NA;NA;NA;0,33;0,03;1;"other stat";"QoL";"post";12;"SF-12";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(F2.92, 5819.66 = 26.34; P < .001), d=0.33, CI: 0.25-0.40";-0,33;0,03;1904;1901;"522";"489";NA;NA;NA;2020;"n";"n";"internet";"y";"Deprexis";"pure";"n";"n";10;NA;"eu";"high";"adul";45;0,79;"oth";"cut";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Gräfe_2020_otherstat_SF-12_post_12_self-report_cbt_cau_NA_NA";-0,33;NA;NA;NA;NA;NA;NA;"Gräfe V, Moritz S, Greiner W. Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review. 2020;10(1)."
"124";"Gräfe, 2020";"cbt";"cau";NA;NA;NA;NA;0,22;0,04;1;"other stat";"QoL";"FU1";24;"SF-12";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Between group SF-12, d = 0.22, CI: 0.15-0.30";-0,22;0,04;1904;1901;"640";"605";NA;NA;NA;2020;"n";"n";"internet";"y";"Deprexis";"pure";"n";"n";10;NA;"eu";"high";"adul";45;0,79;"oth";"cut";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Gräfe_2020_otherstat_SF-12_FU1_24_self-report_cbt_cau_NA_NA";-0,22;NA;NA;NA;NA;NA;NA;"Gräfe V, Moritz S, Greiner W. Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review. 2020;10(1)."
"125";"Gräfe, 2020";"cbt";"cau";NA;NA;NA;NA;0,09;0,04;1;"other stat";"QoL";"FU2";48;"SF-12";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Between group SF-12, d = 0.09, CI: 0.01-0.18";-0,09;0,04;1904;1901;"719";"769";NA;NA;NA;2020;"n";"n";"internet";"y";"Deprexis";"pure";"n";"n";10;NA;"eu";"high";"adul";45;0,79;"oth";"cut";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Gräfe_2020_otherstat_SF-12_FU2_48_self-report_cbt_cau_NA_NA";-0,09;NA;NA;NA;NA;NA;NA;"Gräfe V, Moritz S, Greiner W. Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review. 2020;10(1)."
"126";"Gräfe, 2020";"cbt";"cau";NA;NA;NA;NA;0,14;0,04;1;"other stat";"QoL";"post";12;"EQ-5D-3 L";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"(F2.97,6115.28 = 4.97; P = .002), d= 0.14, CI: 0.07-0.22";-0,14;0,04;1904;1901;"719";"769";NA;NA;NA;2020;"n";"n";"internet";"y";"Deprexis";"pure";"n";"n";10;NA;"eu";"high";"adul";45;0,79;"oth";"cut";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Gräfe_2020_otherstat_EQ-5D-3L_post_12_self-report_cbt_cau_NA_NA";-0,14;NA;NA;NA;NA;NA;NA;"Gräfe V, Moritz S, Greiner W. Health economic evaluation of an internet intervention for depression (deprexis), a randomized controlled trial. Health Economics Review. 2020;10(1)."
